,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
171,아니. 이제부터 해야지.,happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,2,48,female
172,내 휴가가 엉망진창이 되었어.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,48,female
173,정말 오랜만에 휴가를 냈더니 하필 장마철이랑 겹쳤대. 하루종일 비가 오고 있어.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
174,여름휴가라서 바다에 가려고 했었지. 다 엉망진창이 돼버렸어.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
175,회사가 바빠서 정말 1년만에 눈치보면서 낸거야.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
176,이번년도는 휴가는 포기해야 되겠지? 그럼 영화나 게임을 좀 추천해줄래?,angry,sadness,2,happiness,1,sadness,1,sadness,1,sadness,2,48,female
177,아니. 아까 해피 산책시키다가 정말 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,angry,1,surprise,2,48,female
178,정말 다행인게 지나가시던 분이 해피를 잡아주셨어. 아니면 큰일날 뻔 했지.,surprise,neutral,0,surprise,2,sadness,1,neutral,0,surprise,1,48,female
179,주변 분들이 다들 나를 위로해주시더라고. 정말 감사했어.,surprise,happiness,1,happiness,1,sadness,1,sadness,1,sadness,1,48,female
180,응 맞아. 내가 제일 많이 놀랬어. 아직도 가슴이 뛰고 있어.,surprise,surprise,2,surprise,2,sadness,1,sadness,1,surprise,1,48,female
181,나 축하해줘. 정말 기분좋은 일이 있었어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
182,이번 마라톤 대회에 참가했는데 내가 생각했던 것보다 내 기록이 너무 잘 나왔어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
183,아니야. 선수처럼 잘 달리는게 아니라 그냥 내 기록보다 몇 분이나 더 빨리 도착한 거야.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
184,나 요즘 주식을 새로 시작했는데 정말 우울해.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,48,female
185,아는 지인이 갑자기 카톡으로 좋은 주식 정보가 있다고 알려주셨어. 그래서 시작하게 된 거야.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,48,female
186,샀을 때보다 많이 떨어져서 정말 고민이 돼.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,48,female
188,맞아. 우리집은 딱히 환기가 될만한 창문이란 게 없어. 그러니 더 심한 것 같애.,angry,sadness,2,angry,2,sadness,1,disgust,2,disgust,2,48,female
189,맞아. 곰팡이 땜에 계속 락스로 청소했더니 머리가 너무 아파.,angry,sadness,2,angry,2,disgust,1,disgust,2,sadness,1,48,female
190,지금 당장에 구매할게. 추천 좀 해줘.,angry,sadness,2,neutral,0,sadness,1,disgust,1,sadness,1,48,female
191,지금 당장 구매할게. 좋은 제품으로 추천 좀 해줘.,angry,neutral,0,neutral,0,sadness,1,disgust,2,neutral,0,48,female
192,으 쓰레기통에서 역겨운 냄새가 나기 시작했어.,disgust,disgust,2,disgust,2,disgust,2,disgust,2,disgust,2,48,female
193,내가 음식물 쓰레기를 쓰레기통에 버려버렸어.,disgust,disgust,2,disgust,2,sadness,1,disgust,2,disgust,1,48,female
194,바로 묶어서 버렸지. 하지만 냄새가 사라지질 않아.,disgust,disgust,2,disgust,2,disgust,2,disgust,1,disgust,1,48,female
195,방향제 냄새랑 음식물 쓰레기 냄새랑 섞여서 더 이상할까봐서 못하겠어.,disgust,disgust,2,disgust,2,disgust,2,disgust,1,disgust,1,48,female
196,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
197,좋은 제품은 아니야. 알바비를 모아서 산 거기 때문에 저렴한 걸로 샀어.,happiness,neutral,0,happiness,2,sadness,1,happiness,1,sadness,1,48,female
198,알았어. 내가 다 알아서 할게. 걱정하지 마.,happiness,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,48,female
199,할 게 너무 많아. 영화도 봐야지. 그동안 못봤던 드라마하고 예능프로도 볼 거야. 그리고 중요한 건 프로젝트를 해야 돼.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,2,48,female
200,오호. 좋은 정보인데? 그런 게 있으면 당장 가입해야지.,happiness,surprise,2,happiness,1,happiness,2,surprise,1,happiness,2,48,female
201,내일 친구를 만나기로 했는데 뭘 먹어야할지 모르겠어.,neutral,neutral,0,neutral,0,sadness,1,neutral,0,neutral,0,46,female
202,내일 강남역에서 친구를 만나기로 했는데 아직도 뭘 먹어야 할지 못 정했어.,neutral,neutral,0,neutral,0,sadness,1,neutral,0,neutral,0,46,female
203,강남역에 맛집이 너무 많아서 고르기가 힘들더라구. 나는 양식을 좋아하니까 친구랑 양식을 먹고 싶어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
204,에피타이저부터 푸짐하게 주는 집이 있다니까 너무 기대가 돼.,neutral,happiness,1,happiness,1,happiness,1,happiness,1,happiness,2,46,female
205,평점과 리뷰가 좋은 것을 추천해줘서 너무 고마워. 친구랑 가서 맛있게 먹고 올게.,neutral,happiness,1,happiness,1,happiness,1,happiness,1,happiness,2,46,female
207,최종 발표를 마쳤으니까 프로젝트가 완전히 끝난 거라고 보면 돼. 너무 홀가분해.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
208,신나는 음악을 들으면서 춤을 추고 싶을 정도로 기분이 너무 좋아.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
209,프로젝트를 진행하느라고 한 달 동안 친구를 못 만났는데 이번 기회에 친구를 만나는 것도 좋을 것 같아.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,2,46,female
210,그동안 프로젝트를 하느라고 너무 바쁘고 힘들었으니까 이번 기회에 여행을 가서 힐링을 하고 오는 시간을 가져봐야겠어.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,2,46,female
212,오늘부터 일주일동안 휴간데 휴가기간 내내 비가 온대. 너무 짜증나.,angry,disgust,2,angry,2,angry,2,angry,1,sadness,2,46,female
213,오랜만에 가족들이랑 동해바다에 가서 실컷 놀고 오기로 했어. 그런데 비가 와서 망했어.,angry,disgust,2,angry,2,sadness,2,angry,1,sadness,2,46,female
214,프로젝트가 너무 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어. 너무 속상해.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,46,female
215,휴가 기간 내내 비소식이 있어서 여행을 가는 건 포기할 것 같아. 너의 말대로 쉬면서 집에서 휴가를 즐길 수 있는 방법을 찾아봐야 할 것 같아.,angry,sadness,2,angry,2,sadness,1,sadness,1,sadness,1,46,female
216,쓰레기통에서 역겨운 냄새가 나고 있어.,disgust,disgust,2,disgust,2,disgust,2,disgust,2,disgust,2,46,female
217,쓰레기통에서 이상한 냄새가 나서 쓰레기통 안을 뒤져봤더니 음식물쓰레기가 썩어서 나는 냄새였어.,disgust,disgust,2,disgust,2,disgust,2,disgust,1,disgust,2,46,female
218,쓰레기통에서 나는 냄새가 너무 고약하고 날파리가 생겨서 지금 당장 음식물쓰레기랑 같이 쓰레기를 버려야 될 거 같아.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,disgust,1,46,female
219,냄새가 너무 고약해서 방향제로 처리할 수 있을지 모르겠어.,disgust,disgust,2,disgust,2,disgust,1,disgust,1,disgust,1,46,female
220,치우는게 너무 힘들지만 내가 음식물쓰레기를 쓰레기통에다 버린게 잘못이니까 얼른 냄새안나게 치워야지.,disgust,disgust,1,disgust,2,disgust,1,disgust,1,sadness,1,46,female
221,구매한 노트북이 엄청 늦게 와서 기다리고 있었는데 오늘 도착한거야. 너무 기뻐. 노트북은 200만원 정도 주고 샀어.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,2,46,female
222,노트북이 도착하자마자 문제가 있는지 여기저기 살펴봤는데 다 괜찮았어. 엄청 좋아.,happiness,happiness,1,happiness,2,happiness,2,happiness,1,happiness,2,46,female
223,노트북으로 동화책 글쓰기 작업을 할거야. 너무 기대가 돼.,happiness,happiness,2,happiness,2,happiness,2,happiness,1,happiness,2,46,female
224,노트북을 밖에서 쓸 일도 생길테니까 보험 가입을 생각해봐야겠어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,46,female
226,요새 환기를 자주 시켜주는데도 화장실에 곰팡이가 계속 생기고 있어서 신경쓰여.,angry,disgust,1,angry,2,sadness,1,disgust,1,angry,1,46,female
227,곰팡이 제거제가 화장실에 곰팡이를 없애는데 많은 효과가 있대?,angry,neutral,0,happiness,1,sadness,1,disgust,1,neutral,0,46,female
228,그래? 곰팡이 제거제가 곰팡이를 없애는 데 효과가 있다고 하니까 나도 한번 구매해볼래. 효과 좋은 걸로 한번 추천해줘.,angry,surprise,2,happiness,1,happiness,1,disgust,1,happiness,1,46,female
230,요새 코로나 때문에 재택근무를 시작하면서 매일 집안에만 있으니까 마음이 울적해져.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
231,모든 일처리를 비대면으로 하다보니까 밖에 나갈 일도 없어서 기력이 없고 몸이 처지는 것 같아.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
232,기분이 우울할 때 신나는 음악을 들으면 기분이 좀 나아지긴 하지.,sadness,neutral,0,happiness,1,sadness,1,sadness,1,neutral,0,46,female
233,나는 음악이 신났으면 좋겠고 영화는 진짜 재미있는 걸 봤으면 좋겠어. 내가 좋아하는 장르로 추천해줘.,sadness,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
234,아니. 해피 산책시키다가 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,surprise,1,surprise,2,46,female
235,갑자기 해피의 목줄이 끊어져서 해피가 막 달려나갔어.,surprise,neutral,0,surprise,2,surprise,2,surprise,1,surprise,1,46,female
236,엄청 놀라서 내가 막 달려가서 해피를 안고 왔기 때문에 아무일도 안생겼어.,surprise,neutral,0,surprise,1,surprise,1,neutral,0,surprise,1,46,female
237,해피가 갑자기 사람들 있는 데로 막 달려오니까 주변 사람들이 엄청 놀라서 소리를 질렀어.,surprise,neutral,0,surprise,2,surprise,1,neutral,0,sadness,1,46,female
238,해피가 사람들을 물까봐 엄청 놀랐는데 다행히 아무 일도 없어서 괜찮았어. 너무 놀랐지만 지금은 좀 쉬고나니까 마음이 진정됐어.,surprise,surprise,1,surprise,1,surprise,1,neutral,0,neutral,0,46,female
239,달리는 동안은 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어. 날아갈 것 같았어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
240,함께 뛰는 크루가 있어서 힘들 때마다 격려해주니까 큰 힘이 돼.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
241,인플루언서가 진행하는 이벤트에 당첨돼서 기분이 엄청 좋아.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
242,당첨자를 한 명 뽑는 거였는데 내가 당첨된 거야. 엄청 운이 좋지?,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
243,당연히 자랑했지! 비싼 향수를 선물로 받았다고 자랑했더니 다들 부러워했어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
244,당연하지. 비싼 향수를 선물로 받았다고 사람들한테 이야기했더니 다들 부러워했어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
245,나 어제 자다가 깜짝 놀랐어.,surprise,surprise,2,surprise,2,surprise,2,surprise,1,surprise,2,46,female
246,"간신히 잠이 들어서 자고 있었는데, 갑자기 엄청 큰 천둥번개 소리에 깜짝 놀라서 깼어.",surprise,fear,2,surprise,2,surprise,2,surprise,1,surprise,2,46,female
247,살면서 그렇게 큰 천둥번개 소리는 정말 처음이었어. 그래서 엄청 놀라서 잠도 못잤어.,surprise,fear,2,surprise,2,fear,1,sadness,1,surprise,2,46,female
248,"어제는 천둥 번개 소리에 놀라서 잠도 못잤는데, 오늘 아침에 눈을 붙이고 나니까 조금 괜찮아졌어.",surprise,neutral,0,surprise,2,sadness,1,neutral,0,surprise,1,46,female
249,"천둥번개 소리가 엄청 커서 큰 피해를 입을까봐 걱정했는데, 아무런 피해가 없어서 정말 다행이야.",surprise,happiness,1,surprise,1,sadness,1,neutral,0,neutral,0,46,female
251,단톡방에 아는 사람이 주식으로 큰 돈을 벌었다고 하면서 주식을 구입하라고 추천해줬어.,sadness,neutral,0,neutral,0,neutral,0,sadness,1,sadness,1,46,female
252,전자쪽 주식을 구입하면 주식이 오를거라고 하면서 구입하라고 해서 전자 종목을 주식으로 구입했어.,sadness,neutral,0,neutral,0,neutral,0,neutral,0,neutral,0,46,female
253,시간이 갈 수록 주가가 오르지 않고 떨어지고 있어서 손해를 보고 있어. 너무 속상해.,sadness,sadness,1,sadness,2,sadness,1,sadness,1,sadness,2,46,female
254,"주가가 계속 떨어지고 있어서 너무 속상해서 팔아버릴까 생각했는데, 당분간 너의 말을 듣고 지켜봐야겠어.",sadness,sadness,1,sadness,2,sadness,1,sadness,1,neutral,0,46,female
255,"아니, 요즘 다 왜 이러는 거야? 정말 이해가 안돼.",angry,disgust,2,neutral,0,angry,1,angry,1,angry,2,46,female
256,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들에게 사과하는 영상을 올렸어.,angry,disgust,2,angry,2,angry,1,angry,1,angry,2,46,female
257,지금 너무나 화가 났는데 마음을 진정시킬 수 있는 영상이 있으면 하나만 추천해줘.,angry,disgust,2,angry,1,angry,1,angry,1,angry,1,46,female
258,나 혼자 갇히게 된 거 같아.,fear,sadness,2,fear,2,fear,1,fear,2,fear,2,46,female
259,내가 잠을 자고 있는 동안에 비가 너무나 많이 와서 우리 동네가 홍수 피해지역이 됐대. 나 고립 된 거 같아.,fear,fear,1,fear,2,sadness,1,fear,1,fear,2,46,female
260,아직까지는 집 안에 물이 들어오지 않았어. 하지만 언제 물이 들어올까봐 너무 무섭고 걱정돼.,fear,fear,1,fear,2,fear,1,fear,1,fear,2,46,female
261,"아직까지는 물이 집 안으로 들어오지 않았는데, 물이 조만간 들어올까봐 너무 걱정 돼.",fear,fear,1,fear,2,fear,1,fear,1,fear,1,46,female
262,헐. 나 이벤트에 당첨되었어!,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
263,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 한 번 해봤더니 내가 된 거야!,happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,1,48,female
264,딱 한명 뽑는 거였어. 거기서 내가 됐어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,48,female
265,그동안 열심히 달리고 노력했어. 그랬더니 결과가 너무 좋아.,happiness,happiness,1,happiness,2,happiness,1,happiness,2,happiness,1,46,female
266,내 휴가가 엉망이 되었어.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
267,신나는 음악을 들으면서 춤을 추는 것도 좋을 거 같아.,happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,1,46,female
268,여름 휴가 하면 여름 바다잖아. 바다 가고 싶었어.,angry,sadness,2,angry,1,sadness,1,sadness,1,sadness,2,48,female
269,정말 바빠서 일년 만에 휴가를 낸 거였거든. 운이 너무 안좋아.,angry,sadness,2,angry,2,sadness,2,sadness,1,sadness,2,48,female
270,그냥 하늘만 원망하고 지내기보단 영화나 게임 그런걸 하고 보내는게 더 나을 것 같긴 해.,angry,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,48,female
271,지인의 소개로 한 번 시작을 했는데 오르지가 않아.,sadness,sadness,1,sadness,1,sadness,1,sadness,1,sadness,1,46,female
272,지금은 진정 됐지만 또 산책 갈 때 내가 겁을 먹을 거 같애.,surprise,fear,1,fear,2,sadness,1,sadness,1,sadness,1,48,female
274,화장실은 자주 청소를 해도 곰팡이가 사라지질 않아.,angry,disgust,1,angry,2,disgust,1,disgust,1,sadness,1,46,female
